GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    9386 2023  7  7  9 53 16 447  3.6824    128.50353   1486.04203   1030.56992    -22.95937     19.77535     -0.81985    166.4    172.6      5.7     -4.7    491.5     86.9    187.3    203.7   0.55295   0.39434  38.59599
    9387 2023  7  7  9 53 20 130  3.6824    128.50373   1486.04593   1030.57026    -22.94490     19.86275     -0.82373    166.4    172.6      5.7     -4.6    491.5     86.7    187.3    203.7   0.55268   0.39434  38.59079
    9388 2023  7  7  9 53 23 812  3.6823    128.50397   1486.04881   1030.57043    -22.93160     19.94165     -0.82767    166.4    172.6      5.8     -4.5    491.5     86.6    187.3    203.7   0.55241   0.39434  38.60043
    9389 2023  7  7  9 53 27 495  3.6824    128.50420   1486.05069   1030.57043    -22.91946     20.05360     -0.83158    166.4    172.6      5.9     -4.3    491.4     86.4    187.3    203.7   0.55214   0.39434  38.59544
    9390 2023  7  7  9 53 31 177  3.6825    128.50442   1486.05161   1030.57026    -22.90850     20.13974     -0.83544    166.4    172.6      5.9     -4.2    491.4     86.2    187.3    203.7   0.55187   0.39434  38.60286
    9391 2023  7  7  9 53 34 860  3.6826    128.50460   1486.05164   1030.56990    -22.89874     20.19912     -0.83926    166.4    172.6      6.0     -4.1    491.4     86.1    187.3    203.7   0.55161   0.39434  38.59764
    9392 2023  7  7  9 53 38 542  3.6826    128.50473   1486.05083   1030.56937    -22.89018     20.28909     -0.84289    166.4    172.6      6.1     -4.0    491.4     85.9    187.3    203.7   0.55134   0.39434  38.60730
    9393 2023  7  7  9 53 42 225  3.6826    128.50478   1486.04926   1030.56865    -22.88283     20.35712     -0.84661    166.4    172.6      6.2     -3.9    491.4     85.7    187.3    203.7   0.55107   0.39434  38.60229
    9394 2023  7  7  9 53 45 907  3.6826    128.50473   1486.04701   1030.56776    -22.87667     20.39801     -0.85016    166.4    172.6      6.2     -3.8    491.4     85.6    187.3    203.7   0.55080   0.39434  38.60970
    9395 2023  7  7  9 53 49 590  3.6826    128.50459   1486.04416   1030.56669    -22.87170     20.45581     -0.85373    166.4    172.6      6.3     -3.7    491.4     85.4    187.3    203.7   0.55054   0.39434  38.60446
    9396 2023  7  7  9 53 53 273  3.6827    128.50434   1486.04080   1030.56545    -22.86791     20.49078     -0.85710    166.4    172.6      6.4     -3.6    491.4     85.3    187.3    203.7   0.55027   0.39434  38.61414
    9397 2023  7  7  9 53 56 955  3.6828    128.50400   1486.03702   1030.56403    -22.86531     20.49791     -0.86041    166.4    172.6      6.5     -3.5    491.5     85.1    187.3    203.7   0.55000   0.39434  38.60911
    9398 2023  7  7  9 54  0 638  3.6828    128.50358   1486.03292   1030.56244    -22.86391     20.50420     -0.86347    166.4    172.6      6.5     -3.4    491.5     85.0    187.3    203.7   0.54973   0.39434  38.61652
    9399 2023  7  7  9 54  4 321  3.6828    128.50310   1486.02863   1030.56069    -22.86372     20.49234     -0.86650    166.4    172.6      6.5     -3.4    491.4     85.4    182.6    195.8   0.54946   0.39434  38.61132
    9400 2023  7  7  9 54  8   4  3.6828    128.50259   1486.02449   1030.55817    -22.86467     20.45844     -0.86959    166.4    172.6      6.6     -3.5    491.3     85.9    182.6    195.8   0.54920   0.39434  38.62105
    9401 2023  7  7  9 54 11 687  3.6828    128.50203   1486.02038   1030.55520    -22.86690     20.39640     -0.87250    166.4    172.6      6.6     -3.5    491.3     86.3    182.6    195.8   0.54893   0.39434  38.61613
    9402 2023  7  7  9 54 15 369  3.6829    128.50143   1486.01632   1030.55198    -22.87043     20.32736     -0.87517    166.4    172.6      6.6     -3.6    491.2     86.7    182.6    195.8   0.54866   0.39434  38.62357
    9403 2023  7  7  9 54 19  52  3.6830    128.50080   1486.01235   1030.54853    -22.87527     20.23558     -0.87778    166.4    172.6      6.6     -3.7    491.2     87.1    182.6    195.8   0.54839   0.39434  38.61838
    9404 2023  7  7  9 54 22 735  3.6830    128.50016   1486.00853   1030.54489    -22.88145     20.11611     -0.88042    166.4    172.6      6.6     -3.7    491.1     87.5    182.6    195.8   0.54813   0.39434  38.62808
    9405 2023  7  7  9 54 26 418  3.6830    128.49946   1486.00491   1030.54105    -22.88901     19.96939     -0.88291    166.4    172.6      6.6     -3.8    491.1     87.9    182.6    195.8   0.54786   0.39434  38.62310
    9406 2023  7  7  9 54 30 101  3.6830    128.49871   1486.00150   1030.53704    -22.89795     19.79612     -0.88520    166.4    172.6      6.6     -3.8    491.0     88.3    182.6    195.8   0.54759   0.39434  38.63052
    9407 2023  7  7  9 54 33 784  3.6831    128.49791   1485.99830   1030.53285    -22.90829     19.60765     -0.88726    166.4    172.6      6.6     -3.9    490.9     88.8    182.6    195.8   0.54732   0.39434  38.62531
    9408 2023  7  7  9 54 37 468  3.6832    128.49709   1485.99532   1030.52848    -22.92009     19.40000     -0.88932    166.4    172.6      6.7     -3.9    490.9     89.2    182.6    195.8   0.54705   0.39434  38.63502
    9409 2023  7  7  9 54 41 151  3.6832    128.49627   1485.99255   1030.52396    -22.93336     19.16793     -0.89135    166.4    172.6      6.7     -4.0    490.8     89.6    182.6    195.8   0.54679   0.39434  38.63002
    9410 2023  7  7  9 54 44 834  3.6832    128.49551   1485.98997   1030.51928    -22.94816     18.91267     -0.89327    166.4    172.6      6.7     -4.0    490.8     90.0    182.6    195.8   0.54652   0.39434  38.63744
    9411 2023  7  7  9 54 48 517  3.6832    128.49486   1485.98753   1030.51444    -22.96449     18.63560     -0.89489    166.4    172.6      6.7     -4.1    490.7     90.4    182.6    195.8   0.54625   0.39434  38.63220
    9412 2023  7  7  9 54 52 200  3.6832    128.49436   1485.98516   1030.50947    -22.98237     18.33826     -0.89644    166.4    172.6      6.7     -4.2    490.7     90.8    182.6    195.8   0.54598   0.39434  38.64192
    9413 2023  7  7  9 54 55 884  3.6833    128.49403   1485.98280   1030.50437    -23.00179     18.02228     -0.89801    166.4    172.6      6.7     -4.2    490.6     91.2    182.6    195.8   0.54571   0.39434  38.63690
    9414 2023  7  7  9 54 59 567  3.6834    128.49387   1485.98038   1030.49914    -23.02277     17.68942     -0.89952    166.4    172.6      6.7     -4.3    490.6     91.7    182.6    195.8   0.54545   0.39434  38.64431
    9415 2023  7  7  9 55  3 251  3.6834    128.49390   1485.97784   1030.49380    -23.04534     17.34426     -0.90093    166.4    172.6      6.7     -4.2    490.5     91.9    182.6    195.8   0.54518   0.39434  38.63905
    9416 2023  7  7  9 55  6 934  3.6834    128.49427   1485.97507   1030.48836    -23.06948     16.98818     -0.90229    166.4    172.6      6.8     -4.2    490.3     92.2    182.6    195.8   0.54491   0.39434  38.64880
    9417 2023  7  7  9 55 10 617  3.6834    128.49491   1485.97181   1030.48333    -23.09523     16.61852     -0.90332    166.4    172.6      6.8     -4.1    490.2     92.5    182.6    195.8   0.54464   0.39434  38.64375
    9418 2023  7  7  9 55 14 301  3.6834    128.49575   1485.96806   1030.47844    -23.12244     16.23876     -0.90428    166.4    172.6      6.8     -4.1    490.1     92.7    182.6    195.8   0.54438   0.39434  38.65116
    9419 2023  7  7  9 55 17 984  3.6835    128.49675   1485.96374   1030.47356    -23.15111     15.85101     -0.90514    166.4    172.6      6.8     -4.0    490.0     93.0    182.6    195.8   0.54411   0.39434  38.64588
    9420 2023  7  7  9 55 21 668  3.6836    128.49787   1485.95878   1030.46869    -23.18119     15.45745     -0.90582    166.4    172.6      6.8     -4.0    489.9     93.2    182.6    195.8   0.54384   0.39434  38.65564
    9421 2023  7  7  9 55 25 352  3.6836    128.49908   1485.95311   1030.46383    -23.21260     15.06026     -0.90653    166.4    172.6      6.9     -3.9    489.9     93.5    182.6    195.8   0.54357   0.39434  38.65058
    9422 2023  7  7  9 55 29  35  3.6836    128.50037   1485.94663   1030.45898    -23.24527     14.66157     -0.90706    166.4    172.6      6.9     -3.9    489.8     93.8    182.6    195.8   0.54330   0.39434  38.65797
    9423 2023  7  7  9 55 32 719  3.6836    128.50175   1485.93923   1030.45417    -23.27908     14.26344     -0.90752    166.4    172.6      6.9     -3.8    489.7     94.0    182.6    195.8   0.54304   0.39434  38.65267
    9424 2023  7  7  9 55 36 402  3.6837    128.50321   1485.93084   1030.44940    -23.31388     13.86781     -0.90779    166.4    172.6      6.9     -3.8    489.6     94.3    182.6    195.8   0.54277   0.39434  38.66245
    9425 2023  7  7  9 55 40  86  3.6838    128.50476   1485.92140   1030.44469    -23.34955     13.47652     -0.90805    166.4    172.6      6.9     -3.7    489.6     94.5    182.6    195.8   0.54250   0.39434  38.65737
    9426 2023  7  7  9 55 43 770  3.6838    128.50637   1485.91084   1030.44007    -23.38592     13.09244     -0.90813    166.4    172.6      7.0     -3.7    489.5     94.8    182.6    195.8   0.54223   0.39434  38.66476
    9427 2023  7  7  9 55 47 454  3.6839    128.50803   1485.89914   1030.43554    -23.42283     12.72087     -0.90817    166.4    172.6      7.0     -3.6    489.4     95.1    182.6    195.8   0.54196   0.39434  38.65944
    9428 2023  7  7  9 55 51 138  3.6838    128.50972   1485.88627   1030.43113    -23.46010     12.35915     -0.90805    166.4    172.6      7.0     -3.6    489.4     95.3    182.6    195.8   0.54170   0.39434  38.66923
    9429 2023  7  7  9 55 54 822  3.6838    128.51142   1485.87221   1030.42685    -23.49753     12.00859     -0.90771    166.4    172.6      7.0     -3.5    489.3     95.6    182.6    195.8   0.54143   0.39434  38.66413
    9430 2023  7  7  9 55 58 506  3.6839    128.51314   1485.85697   1030.42272    -23.53490     11.67035     -0.90727    166.4    172.6      7.0     -3.5    489.3     95.8    182.6    195.8   0.54116   0.39434  38.67151
    9431 2023  7  7  9 56  2 190  3.6840    128.51488   1485.84058   1030.41876    -23.57201     11.46322     -0.90682    166.4    172.6      7.0     -3.5    489.3     96.0    182.6    195.8   0.54089   0.39434  38.66616
    9432 2023  7  7  9 56  5 874  3.6841    128.51664   1485.82310   1030.41499    -23.60862     11.46108     -0.90620    166.4    172.6      6.9     -3.6    489.3     96.2    214.3    231.2   0.54062   0.39434  38.67603
    9433 2023  7  7  9 56  9 558  3.6841    128.51839   1485.80470   1030.41116    -23.64450     11.47734     -0.90583    166.4    172.6      6.8     -3.8    489.4     96.3    214.3    231.2   0.54036   0.39434  38.67095
    9434 2023  7  7  9 56 13 242  3.6841    128.52008   1485.78537   1030.40744    -23.67948     11.49559     -0.90507    166.4    172.6      6.7     -3.9    489.5     96.4    214.3    231.2   0.54009   0.39434  38.67838
    9435 2023  7  7  9 56 16 926  3.6841    128.52172   1485.76518   1030.40392    -23.71332     11.51642     -0.90424    166.4    172.6      6.6     -4.0    489.5     96.6    214.3    231.2   0.53982   0.39434  38.67315
    9436 2023  7  7  9 56 20 610  3.6842    128.52336   1485.74420   1030.40064    -23.74578     11.54058     -0.90313    166.4    172.6      6.5     -4.1    489.6     96.7    214.3    231.2   0.53955   0.39434  38.68298
    9437 2023  7  7  9 56 24 294  3.6843    128.52504   1485.72257   1030.39760    -23.77667     11.57264     -0.90203    166.4    172.6      6.3     -4.3    489.7     96.9    214.3    231.2   0.53929   0.39434  38.67794
    9438 2023  7  7  9 56 27 979  3.6843    128.52679   1485.70042   1030.39483    -23.80578     11.60839     -0.90075    166.4    172.6      6.2     -4.4    489.7     97.0    214.3    231.2   0.53902   0.39434  38.68535
    9439 2023  7  7  9 56 31 663  3.6843    128.52862   1485.67789   1030.39233    -23.83292     11.64756     -0.89948    166.4    172.6      6.1     -4.5    489.8     97.1    214.3    231.2   0.53875   0.39434  38.68006
    9440 2023  7  7  9 56 35 347  3.6843    128.53050   1485.65512   1030.39012    -23.85791     11.68998     -0.89807    166.4    172.6      6.0     -4.6    489.8     97.3    214.3    231.2   0.53848   0.39433  38.68989
    9441 2023  7  7  9 56 39  31  3.6843    128.53239   1485.63227   1030.38819    -23.88057     11.73549     -0.89648    166.4    172.6      5.9     -4.8    489.9     97.4    214.3    231.2   0.53821   0.39433  38.68483
    9442 2023  7  7  9 56 42 716  3.6844    128.53426   1485.60948   1030.38656    -23.90076     11.78387     -0.89469    166.4    172.6      5.8     -4.9    490.0     97.6    214.3    231.2   0.53795   0.39433  38.69223
    9443 2023  7  7  9 56 46 400  3.6845    128.53609   1485.58693   1030.38522    -23.91834     11.83491     -0.89281    166.4    172.6      5.7     -5.0    490.0     97.7    214.3    231.2   0.53768   0.39433  38.68691
    9444 2023  7  7  9 56 50  85  3.6845    128.53786   1485.56478   1030.38418    -23.93323     11.88843     -0.89065    166.4    172.6      5.6     -5.1    490.1     97.8    214.3    231.2   0.53741   0.39433  38.69676
    9445 2023  7  7  9 56 53 769  3.6845    128.53959   1485.54319   1030.38343    -23.94533     11.94422     -0.88855    166.4    172.6      5.5     -5.3    490.2     98.0    214.3    231.2   0.53714   0.39433  38.69168
    9446 2023  7  7  9 56 57 454  3.6845    128.54128   1485.52231   1030.38298    -23.95457     12.00207     -0.88626    166.4    172.6      5.4     -5.4    490.2     98.1    214.3    231.2   0.53687   0.39433  38.69907
    9447 2023  7  7  9 57  1 138  3.6846    128.54293   1485.50228   1030.38281    -23.96093     12.06179     -0.88379    166.4    172.6      5.3     -5.5    490.3     98.2    214.3    231.2   0.53661   0.39433  38.69373
    9448 2023  7  7  9 57  4 823  3.6847    128.54455   1485.48325   1030.38292    -23.96436     12.12316     -0.88120    166.4    172.6      5.3     -5.5    490.3     98.0    214.3    231.2   0.53634   0.39433  38.70360
    9449 2023  7  7  9 57  8 508  3.6847    128.54611   1485.46493   1030.38396    -23.96513     12.14740     -0.87825    166.4    172.6      5.2     -5.5    490.3     97.8    214.3    231.2   0.53607   0.39433  38.69848
    9450 2023  7  7  9 57 12 193  3.6848    128.54761   1485.44772   1030.38556    -23.96297     12.18503     -0.87519    166.4    172.6      5.2     -5.5    490.3     97.6    214.3    231.2   0.53580   0.39433  38.70587
    9451 2023  7  7  9 57 15 877  3.6848    128.54904   1485.43181   1030.38752    -23.95798     12.23173     -0.87199    166.4    172.6      5.2     -5.5    490.3     97.4    214.3    231.2   0.53553   0.39433  38.70051
    9452 2023  7  7  9 57 19 562  3.6848    128.55039   1485.41727   1030.38978    -23.95024     12.28431     -0.86859    166.4    172.6      5.1     -5.5    490.3     97.2    214.3    231.2   0.53527   0.39433  38.71039
    9453 2023  7  7  9 57 23 247  3.6848    128.55166   1485.40419   1030.39232    -23.93983     12.34096     -0.86496    166.4    172.6      5.1     -5.5    490.3     97.1    214.3    231.2   0.53500   0.39433  38.70526
    9454 2023  7  7  9 57 26 932  3.6849    128.55287   1485.39262   1030.39510    -23.92688     12.40066     -0.86141    166.4    172.6      5.0     -5.5    490.3     96.9    214.3    231.2   0.53473   0.39433  38.71264
    9455 2023  7  7  9 57 30 617  3.6850    128.55409   1485.38260   1030.39812    -23.91153     12.46281     -0.85776    166.4    172.6      5.0     -5.6    490.3     96.7    214.3    231.2   0.53446   0.39433  38.70726
    9456 2023  7  7  9 57 34 302  3.6850    128.55534   1485.37417   1030.40134    -23.89395     12.52700     -0.85398    166.4    172.6      4.9     -5.6    490.3     96.5    214.3    231.2   0.53419   0.39433  38.71716
    9457 2023  7  7  9 57 37 987  3.6850    128.55665   1485.36733   1030.40475    -23.87431     12.59291     -0.85009    166.4    172.6      4.9     -5.6    490.3     96.3    214.3    231.2   0.53393   0.39433  38.71201
    9458 2023  7  7  9 57 41 672  3.6850    128.55802   1485.36205   1030.40833    -23.85279     12.66031     -0.84622    166.4    172.6      4.9     -5.6    490.3     96.1    214.3    231.2   0.53366   0.39433  38.71939
    9459 2023  7  7  9 57 45 357  3.6851    128.55940   1485.35806   1030.41205    -23.82960     12.72898     -0.84241    166.4    172.6      4.8     -5.6    490.3     96.0    214.3    231.2   0.53339   0.39433  38.71399
    9460 2023  7  7  9 57 49  42  3.6852    128.56078   1485.35538   1030.41590    -23.80493     12.79874     -0.83842    166.4    172.6      4.8     -5.6    490.3     95.8    214.3    231.2   0.53312   0.39433  38.72390
    9461 2023  7  7  9 57 52 727  3.6852    128.56210   1485.35413   1030.41985    -23.77903     12.86942     -0.83439    166.4    172.6      4.7     -5.6    490.3     95.6    214.3    231.2   0.53285   0.39433  38.71874
    9462 2023  7  7  9 57 56 413  3.6852    128.56336   1485.35417   1030.42388    -23.75211     12.94090     -0.83051    166.4    172.6      4.7     -5.6    490.3     95.4    214.3    231.2   0.53259   0.39433  38.72611
